Partida,Cód. Artículo,Descripción,Descripción depósito,Saldo stock sistema,Saldo stock fisico
1304125-1,IS3710/1M,"Impl RAPID Ø3,75 x 10",VENCIDO,0.0,0.0
1304128-1,IA4313/1M,"Impl ANATOMIC Ø4,3 x 13 CE",VENCIDO,0.0,0.0
13041282,IA4316/1M,"Impl ANATOMIC Ø4,3 x 16 CE",VENCIDO,0.0,0.0
1304128-2,IA4316/1M,"Impl ANATOMIC Ø4,3 x 16 CE",VENCIDO,0.0,0.0
1304129-1,IHS4311IM,"Impl HS  Ø4,3 x 11,5",VENCIDO,0.0,0.0
13041292,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",VENCIDO,0.0,0.0
1304129-2,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",VENCIDO,0.0,0.0
1305-00001,IS5007/1M,"Impl RAPID Ø 5,1 x 7",VENCIDO,0.0,0.0
1305-00002,IS5013/1M,"Impl RAPID Ø 5,1 x 13",VENCIDO,0.0,0.0
1305-00003,IS5015/1M,"Impl RAPID Ø 5,1 x 15",VENCIDO,0.0,0.0
1305-00004,IS5011/1M,"Impl RAPID Ø 5,1 x 11,5",VENCIDO,0.0,0.0
1305-00005,IS5010/1M,"Impl RAPID Ø 5,1 x 10",VENCIDO,0.0,0.0
1305-00006,IS5008/1M,"Impl RAPID Ø 5,1 x 8,5",VENCIDO,0.0,0.0
1305-00007,IA5010/1M,"Impl ANATOMIC Ø 5,1 x 10 CE",VENCIDO,0.0,0.0
1305-00008,IA4310/1M,"Impl ANATOMIC Ø4,3 x 10 CE",VENCIDO,0.0,0.0
1305-00009,IS3307/1M,"Impl RAPID Ø3,3 x 7",VENCIDO,0.0,0.0
1305-00012,IHS3511IM,"Impl HS  Ø3,5 x 11,5",VENCIDO,0.0,0.0
1305-00020,IA4308/1M,"Impl ANATOMIC Ø4,3 x 8 CE",VENCIDO,0.0,0.0
1305-00037,IA4308/1M,"Impl ANATOMIC Ø4,3 x 8 CE",VENCIDO,0.0,0.0
1305-00038,IS4007/1M,Impl RAPID Ø4 x 7,VENCIDO,0.0,0.0
13051521,IS3310/1M,"Impl RAPID Ø3,3 x 10",VENCIDO,0.0,0.0
13051522,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",STOCK,0.0,0.0
13051522,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",VENCIDO,0.0,0.0
1305158-1,IA3510/1M,"Impl ANATOMIC Ø3,5 x 10 CE",STOCK,0.0,0.0
1305158-1,IA3510/1M,"Impl ANATOMIC Ø3,5 x 10 CE",VENCIDO,0.0,0.0
1305158-2,IS3311/1M,"Impl RAPID Ø3,3 x 11,5",VENCIDO,0.0,0.0
1305158-3,IS3315/1M,"Impl RAPID Ø3,3 x 15",VENCIDO,0.0,0.0
1305160-2,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",VENCIDO,0.0,0.0
1305180-1,IHS3513IM,"Impl HS  Ø3,5 x 13",VENCIDO,0.0,0.0
13051822,IS4010/1M,Impl RAPID Ø4 x 10,VENCIDO,0.0,0.0
1305182-2,IS4010/1M,Impl RAPID Ø4 x 10,VENCIDO,0.0,0.0
13051901,IHS3510IM,"Impl HS  Ø3,5 x 10",STOCK,0.0,0.0
13051901,IHS3510IM,"Impl HS  Ø3,5 x 10",VENCIDO,0.0,0.0
1305190-1,IHS3510IM,"Impl HS  Ø3,5 x 10",VENCIDO,0.0,0.0
13051911,IS3713/1M,"Impl RAPID Ø3,75 x 13",VENCIDO,0.0,0.0
1305191-1,IS3713/1M,"Impl RAPID Ø3,75 x 13",VENCIDO,0.0,0.0
13051941,IA5010/1M,"Impl ANATOMIC Ø 5,1 x 10 CE",STOCK,0.0,0.0
13051941,IA5010/1M,"Impl ANATOMIC Ø 5,1 x 10 CE",VENCIDO,0.0,0.0
1305194-1,IA5010/1M,"Impl ANATOMIC Ø 5,1 x 10 CE",VENCIDO,0.0,0.0
1305194-2,IS5011/1M,"Impl RAPID Ø 5,1 x 11,5",VENCIDO,0.0,0.0
13051951,IA5010/1M,"Impl ANATOMIC Ø 5,1 x 10 CE",VENCIDO,0.0,0.0
13051962,IS5008/1M,"Impl RAPID Ø 5,1 x 8,5",STOCK,0.0,0.0
13051962,IS5008/1M,"Impl RAPID Ø 5,1 x 8,5",VENCIDO,0.0,0.0
1305196-2,IS5008/1M,"Impl RAPID Ø 5,1 x 8,5",VENCIDO,0.0,0.0
1306-00008,IHS5008IM,"Impl HS  Ø5 x 8,5",VENCIDO,0.0,0.0
1306-00010,IA5011/2M,"Impl ANATOMIC Ø 5,0 x 11,5 CI",VENCIDO,0.0,0.0
1306-00011,IA5008/2M,"Impl ANATOMIC Ø 5,0 x 8 CI",VENCIDO,0.0,0.0
1306-00013,IHS3508IM,"Impl HS  Ø3,5 x 8,5",VENCIDO,0.0,0.0
1306-00014,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",VENCIDO,0.0,0.0
1306-00018,IA5013/1M,"Impl ANATOMIC Ø 5,1 x 13 CE",VENCIDO,0.0,0.0
1306-00019,IS3308/1M,"Impl RAPID Ø3,3 x 8,5",VENCIDO,0.0,0.0
1306-00020,IS3311/1M,"Impl RAPID Ø3,3 x 11,5",VENCIDO,0.0,0.0
13060008,IHS5008IM,"Impl HS  Ø5 x 8,5",STOCK,0.0,0.0
13060008,IHS5008IM,"Impl HS  Ø5 x 8,5",VENCIDO,0.0,0.0
13060012,IA5013/2M,"Impl ANATOMIC Ø 5,0 x 13 CI",STOCK,0.0,0.0
13060012,IA5013/2M,"Impl ANATOMIC Ø 5,0 x 13 CI",VENCIDO,0.0,0.0
13060014,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
13060014,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",VENCIDO,0.0,0.0
13060016,IS4011/1M,"Impl RAPID Ø4 x 11,5",VENCIDO,0.0,0.0
1306201-1,IS5007/1M,"Impl RAPID Ø 5,1 x 7",VENCIDO,0.0,0.0
1306201-2,IA5010/1M,"Impl ANATOMIC Ø 5,1 x 10 CE",VENCIDO,0.0,0.0
13062021,IA4310/1M,"Impl ANATOMIC Ø4,3 x 10 CE",STOCK,0.0,0.0
13062021,IA4310/1M,"Impl ANATOMIC Ø4,3 x 10 CE",VENCIDO,0.0,0.0
1306202-1,IA4310/1M,"Impl ANATOMIC Ø4,3 x 10 CE",VENCIDO,0.0,0.0
13062171,IHS5008IM,"Impl HS  Ø5 x 8,5",STOCK,0.0,0.0
13062171,IHS5008IM,"Impl HS  Ø5 x 8,5",VENCIDO,0.0,0.0
13062172,IHS5011IM,"Impl HS  Ø5 x 11,5",VENCIDO,0.0,0.0
1306217-2,IHS5011IM,"Impl HS  Ø5 x 11,5",VENCIDO,0.0,0.0
1306218-1,IHS3508IM,"Impl HS  Ø3,5 x 8,5",VENCIDO,0.0,0.0
1306219-1,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",VENCIDO,0.0,0.0
1307-00002,IS4011/1M,"Impl RAPID Ø4 x 11,5",VENCIDO,0.0,0.0
1307-00006,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",VENCIDO,0.0,0.0
1307-00008,IHS5013IM,Impl HS  Ø5 x 13,VENCIDO,0.0,0.0
13070008,IHS5013IM,Impl HS  Ø5 x 13,STOCK,0.0,0.0
13070008,IHS5013IM,Impl HS  Ø5 x 13,VENCIDO,0.0,0.0
13070014,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",STOCK,0.0,0.0
13070014,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",VENCIDO,0.0,0.0
13072552,IS4013/1M,Impl RAPID Ø4 x 13,VENCIDO,0.0,0.0
1307255-2,IS4013/1M,Impl RAPID Ø4 x 13,VENCIDO,0.0,0.0
1308-00038,IA4313/1M,"Impl ANATOMIC Ø4,3 x 13 CE",VENCIDO,0.0,0.0
13080037,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
13080038,IA4313/1M,"Impl ANATOMIC Ø4,3 x 13 CE",VENCIDO,0.0,0.0
13082871,IA3513/1M,"Impl ANATOMIC Ø3,5 x 13 CE",VENCIDO,0.0,0.0
1308287-1,IA3513/1M,"Impl ANATOMIC Ø3,5 x 13 CE",VENCIDO,0.0,0.0
1308289-1,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",VENCIDO,0.0,0.0
1308291-2,IS3315/1M,"Impl RAPID Ø3,3 x 15",VENCIDO,0.0,0.0
13082981,IS3713/1M,"Impl RAPID Ø3,75 x 13",VENCIDO,0.0,0.0
1308298-1,IS3713/1M,"Impl RAPID Ø3,75 x 13",VENCIDO,0.0,0.0
13083031,IA4308/1M,"Impl ANATOMIC Ø4,3 x 8 CE",STOCK,0.0,0.0
13083031,IA4308/1M,"Impl ANATOMIC Ø4,3 x 8 CE",VENCIDO,0.0,0.0
1308303-1,IA4308/1M,"Impl ANATOMIC Ø4,3 x 8 CE",STOCK,0.0,0.0
1308303-1,IA4308/1M,"Impl ANATOMIC Ø4,3 x 8 CE",VENCIDO,0.0,0.0
1308305-1,IA4310/1M,"Impl ANATOMIC Ø4,3 x 10 CE",VENCIDO,0.0,0.0
13083061,IS4013/1M,Impl RAPID Ø4 x 13,VENCIDO,0.0,0.0
13083081,IA5010/1M,"Impl ANATOMIC Ø 5,1 x 10 CE",VENCIDO,0.0,0.0
1308308-1,IA5010/1M,"Impl ANATOMIC Ø 5,1 x 10 CE",VENCIDO,0.0,0.0
13083082,IA5016/1M,"Impl ANATOMIC Ø 5,1 x 16 CE",VENCIDO,0.0,0.0
1308310-1,IS5007/1M,"Impl RAPID Ø 5,1 x 7",VENCIDO,0.0,0.0
1308310-2,IS5011/1M,"Impl RAPID Ø 5,1 x 11,5",VENCIDO,0.0,0.0
13083121,IA5008/1M,"Impl ANATOMIC Ø 5,1 x 8 CE",STOCK,0.0,0.0
13083121,IA5008/1M,"Impl ANATOMIC Ø 5,1 x 8 CE",VENCIDO,0.0,0.0
1308313-1,IS5013/1M,"Impl RAPID Ø 5,1 x 13",VENCIDO,0.0,0.0
1308313-2,IS5015/1M,"Impl RAPID Ø 5,1 x 15",VENCIDO,0.0,0.0
13083141,IA3510/1M,"Impl ANATOMIC Ø3,5 x 10 CE",STOCK,0.0,0.0
13083141,IA3510/1M,"Impl ANATOMIC Ø3,5 x 10 CE",VENCIDO,0.0,0.0
13083142,IA5016/1M,"Impl ANATOMIC Ø 5,1 x 16 CE",STOCK,0.0,0.0
13083231,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",VENCIDO,0.0,0.0
1308327-1,IS4010/1M,Impl RAPID Ø4 x 10,VENCIDO,0.0,0.0
13083281,IHS3510IM,"Impl HS  Ø3,5 x 10",STOCK,0.0,0.0
13083281,IHS3510IM,"Impl HS  Ø3,5 x 10",VENCIDO,0.0,0.0
1308328-1,IHS3510IM,"Impl HS  Ø3,5 x 10",VENCIDO,0.0,0.0
1308-3282,IHS4311IM,"Impl HS  Ø4,3 x 11,5",VENCIDO,0.0,0.0
13083291,IHS4313IM,"Impl HS  Ø4,3 x 13",VENCIDO,0.0,0.0
1308329-1,IHS4313IM,"Impl HS  Ø4,3 x 13",VENCIDO,0.0,0.0
13083311,IA3510/1M,"Impl ANATOMIC Ø3,5 x 10 CE",STOCK,0.0,0.0
13083311,IA3510/1M,"Impl ANATOMIC Ø3,5 x 10 CE",VENCIDO,0.0,0.0
1308331-1,IA3510/1M,"Impl ANATOMIC Ø3,5 x 10 CE",VENCIDO,0.0,0.0
13083331,IA3510/1M,"Impl ANATOMIC Ø3,5 x 10 CE",STOCK,0.0,0.0
13093341,IA4316/2M,"Impl ANATOMIC Ø4,3 x 16 CI",STOCK,0.0,0.0
13093341,IA4316/2M,"Impl ANATOMIC Ø4,3 x 16 CI",VENCIDO,0.0,0.0
1309334-1,IA4316/2M,"Impl ANATOMIC Ø4,3 x 16 CI",VENCIDO,0.0,0.0
13093391,IS5010/1M,"Impl RAPID Ø 5,1 x 10",STOCK,0.0,0.0
13093391,IS5010/1M,"Impl RAPID Ø 5,1 x 10",VENCIDO,0.0,0.0
13093392,IS5010/1M,"Impl RAPID Ø 5,1 x 10",VENCIDO,0.0,0.0
1309339-3,IS5010/1M,"Impl RAPID Ø 5,1 x 10",VENCIDO,0.0,0.0
1309342-2,IHS4311IM,"Impl HS  Ø4,3 x 11,5",VENCIDO,0.0,0.0
13093431,IA4310/1M,"Impl ANATOMIC Ø4,3 x 10 CE",STOCK,0.0,0.0
13093431,IA4310/1M,"Impl ANATOMIC Ø4,3 x 10 CE",VENCIDO,0.0,0.0
1309343-1,IA4310/1M,"Impl ANATOMIC Ø4,3 x 10 CE",VENCIDO,0.0,0.0
1309344-2,IA5010/2M,"Impl ANATOMIC Ø 5,0 x 10 CI",VENCIDO,0.0,0.0
13093591,IA4310/1M,"Impl ANATOMIC Ø4,3 x 10 CE",VENCIDO,0.0,0.0
1309359-1,IA4310/1M,"Impl ANATOMIC Ø4,3 x 10 CE",VENCIDO,0.0,0.0
13093592,IA4310/1M,"Impl ANATOMIC Ø4,3 x 10 CE",VENCIDO,0.0,0.0
1309369-3,IA5008/2M,"Impl ANATOMIC Ø 5,0 x 8 CI",VENCIDO,0.0,0.0
1309371-1,IHS4313IM,"Impl HS  Ø4,3 x 13",VENCIDO,0.0,0.0
1310-00050,IA3508/2M,"Impl ANATOMIC Ø3,5 x 8 CI",VENCIDO,0.0,0.0
1310-00051,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",VENCIDO,0.0,0.0
1310-00054,IHS4313IM,"Impl HS  Ø4,3 x 13",VENCIDO,0.0,0.0
13100048,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",STOCK,0.0,0.0
13100054,IHS4313IM,"Impl HS  Ø4,3 x 13",STOCK,0.0,0.0
13100054,IHS4313IM,"Impl HS  Ø4,3 x 13",VENCIDO,0.0,0.0
13100055,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
13103771,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
13103771,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",VENCIDO,0.0,0.0
1310377-1,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",VENCIDO,0.0,0.0
13103801,IA5008/1M,"Impl ANATOMIC Ø 5,1 x 8 CE",VENCIDO,0.0,0.0
1310380-1,IA5008/1M,"Impl ANATOMIC Ø 5,1 x 8 CE",VENCIDO,0.0,0.0
13103811,IHS5015IM,Impl HS  Ø5 x 15,STOCK,0.0,0.0
1310381-1,IHS5015IM,Impl HS  Ø5 x 15,VENCIDO,0.0,0.0
1310381-2,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",VENCIDO,0.0,0.0
13103822,IA5010/1M,"Impl ANATOMIC Ø 5,1 x 10 CE",VENCIDO,0.0,0.0
1310382-2,IA5010/1M,"Impl ANATOMIC Ø 5,1 x 10 CE",VENCIDO,0.0,0.0
1310383-2,IS5008/1M,"Impl RAPID Ø 5,1 x 8,5",VENCIDO,0.0,0.0
13103841,IS3313/1M,"Impl RAPID Ø3,3 x 13",VENCIDO,0.0,0.0
1310384-1,IS3313/1M,"Impl RAPID Ø3,3 x 13",VENCIDO,0.0,0.0
13103851,IS3311/1M,"Impl RAPID Ø3,3 x 11,5",VENCIDO,0.0,0.0
13103852,IS5010/1M,"Impl RAPID Ø 5,1 x 10",STOCK,0.0,0.0
13103852,IS5010/1M,"Impl RAPID Ø 5,1 x 10",VENCIDO,0.0,0.0
1310385-2,IS5010/1M,"Impl RAPID Ø 5,1 x 10",VENCIDO,0.0,0.0
13104061,IA4313/1M,"Impl ANATOMIC Ø4,3 x 13 CE",STOCK,0.0,0.0
13104061,IA4313/1M,"Impl ANATOMIC Ø4,3 x 13 CE",VENCIDO,0.0,0.0
1310406-1,IA4313/1M,"Impl ANATOMIC Ø4,3 x 13 CE",VENCIDO,0.0,0.0
13104071,IA4310/1M,"Impl ANATOMIC Ø4,3 x 10 CE",STOCK,0.0,0.0
13104071,IA4310/1M,"Impl ANATOMIC Ø4,3 x 10 CE",VENCIDO,0.0,0.0
1310407-1,IA4310/1M,"Impl ANATOMIC Ø4,3 x 10 CE",VENCIDO,0.0,0.0
13104081,IA3510/1M,"Impl ANATOMIC Ø3,5 x 10 CE",VENCIDO,0.0,0.0
1310408-1,IA3510/1M,"Impl ANATOMIC Ø3,5 x 10 CE",VENCIDO,0.0,0.0
1310408-1,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",VENCIDO,0.0,0.0
13104091,IHS4310IM,"Impl HS  Ø4,3 x 10",STOCK,0.0,0.0
1310409-1,IHS4310IM,"Impl HS  Ø4,3 x 10",VENCIDO,0.0,0.0
1310411-1,IA3508/1M,"Impl ANATOMIC Ø3,5 x 8 CE",STOCK,0.0,0.0
1310411-1,IA3508/1M,"Impl ANATOMIC Ø3,5 x 8 CE",VENCIDO,0.0,0.0
13104122,IS3310/1M,"Impl RAPID Ø3,3 x 10",VENCIDO,0.0,0.0
1310413-1,IHS4311IM,"Impl HS  Ø4,3 x 11,5",VENCIDO,0.0,0.0
1310413-2,IHS4311IM,"Impl HS  Ø4,3 x 11,5",VENCIDO,0.0,0.0
13104141,IA4308/1M,"Impl ANATOMIC Ø4,3 x 8 CE",STOCK,0.0,0.0
13104141,IA4308/1M,"Impl ANATOMIC Ø4,3 x 8 CE",VENCIDO,0.0,0.0
1310414-1,IA4308/1M,"Impl ANATOMIC Ø4,3 x 8 CE",VENCIDO,0.0,0.0
13104142,IS3313/1M,"Impl RAPID Ø3,3 x 13",VENCIDO,0.0,0.0
1310414-2,IS3313/1M,"Impl RAPID Ø3,3 x 13",VENCIDO,0.0,0.0
13104171,IA3513/2M,"Impl ANATOMIC Ø3,5 x 13 CI",STOCK,0.0,0.0
13104171,IA3513/2M,"Impl ANATOMIC Ø3,5 x 13 CI",VENCIDO,0.0,0.0
13104172,IHS4313IM,"Impl HS  Ø4,3 x 13",STOCK,0.0,0.0
13104172,IHS4313IM,"Impl HS  Ø4,3 x 13",VENCIDO,0.0,0.0
1310417-2,IHS4313IM,"Impl HS  Ø4,3 x 13",VENCIDO,0.0,0.0
13104173,IHS4308IM,"Impl HS  Ø4,3 x 8,5",STOCK,0.0,0.0
13104173,IHS4308IM,"Impl HS  Ø4,3 x 8,5",VENCIDO,0.0,0.0
1310419-1,IS3710/1M,"Impl RAPID Ø3,75 x 10",VENCIDO,0.0,0.0
1311-00001,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",VENCIDO,0.0,0.0
1311-00008,IS4007/1M,Impl RAPID Ø4 x 7,STOCK,0.0,0.0
1311-00008,IS4007/1M,Impl RAPID Ø4 x 7,VENCIDO,0.0,0.0
1311-00009,IA4308/1M,"Impl ANATOMIC Ø4,3 x 8 CE",STOCK,0.0,0.0
1311-00009,IA4308/1M,"Impl ANATOMIC Ø4,3 x 8 CE",VENCIDO,0.0,0.0
13110001,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",VENCIDO,0.0,0.0
1311-00011,IHS5011IM,"Impl HS  Ø5 x 11,5",VENCIDO,0.0,0.0
1311-00012,IHS5008IM,"Impl HS  Ø5 x 8,5",VENCIDO,0.0,0.0
1311-00013,IA5008/2M,"Impl ANATOMIC Ø 5,0 x 8 CI",VENCIDO,0.0,0.0
1311-00014,IA5013/2M,"Impl ANATOMIC Ø 5,0 x 13 CI",STOCK,0.0,0.0
1311-00014,IA5013/2M,"Impl ANATOMIC Ø 5,0 x 13 CI",VENCIDO,0.0,0.0
1311-00016,IA4308/2M,"Impl ANATOMIC Ø4,3 x 8 CI",VENCIDO,0.0,0.0
1311-00018,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",VENCIDO,0.0,0.0
1311-00020,IHS3508IM,"Impl HS  Ø3,5 x 8,5",VENCIDO,0.0,0.0
1311-00027,IS4011/1M,"Impl RAPID Ø4 x 11,5",STOCK,0.0,0.0
1311-00027,IS4011/1M,"Impl RAPID Ø4 x 11,5",VENCIDO,0.0,0.0
1311-00035,IS3713/1M,"Impl RAPID Ø3,75 x 13",VENCIDO,0.0,0.0
13110009,IA4308/1M,"Impl ANATOMIC Ø4,3 x 8 CE",VENCIDO,0.0,0.0
13110010,IS4008/1M,"Impl RAPID Ø4 x 8,5",STOCK,0.0,0.0
13110010,IS4008/1M,"Impl RAPID Ø4 x 8,5",VENCIDO,0.0,0.0
13110018,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
13110018,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",VENCIDO,0.0,0.0
13110021,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",VENCIDO,0.0,0.0
13110023,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",VENCIDO,0.0,0.0
13110034,IA4310/1M,"Impl ANATOMIC Ø4,3 x 10 CE",STOCK,0.0,0.0
13110034,IA4310/1M,"Impl ANATOMIC Ø4,3 x 10 CE",VENCIDO,0.0,0.0
13110043,IA4313/1M,"Impl ANATOMIC Ø4,3 x 13 CE",VENCIDO,0.0,0.0
13114201,IHS5010IM,Impl HS  Ø5 x 10,STOCK,0.0,0.0
13114201,IHS5010IM,Impl HS  Ø5 x 10,VENCIDO,0.0,0.0
1311420-1,IHS5010IM,Impl HS  Ø5 x 10,VENCIDO,0.0,0.0
13114211,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
1311421-1,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",VENCIDO,0.0,0.0
13114221,IA5010/2M,"Impl ANATOMIC Ø 5,0 x 10 CI",STOCK,0.0,0.0
13114221,IA5010/2M,"Impl ANATOMIC Ø 5,0 x 10 CI",VENCIDO,0.0,0.0
1311422-1,IA5010/2M,"Impl ANATOMIC Ø 5,0 x 10 CI",VENCIDO,0.0,0.0
1311423-1,IHS4311IM,"Impl HS  Ø4,3 x 11,5",VENCIDO,0.0,0.0
1311423-2,IHS4308IM,"Impl HS  Ø4,3 x 8,5",VENCIDO,0.0,0.0
13114241,IHS3513IM,"Impl HS  Ø3,5 x 13",STOCK,0.0,0.0
1311424-1,IHS3513IM,"Impl HS  Ø3,5 x 13",VENCIDO,0.0,0.0
13114242,IHS3513IM,"Impl HS  Ø3,5 x 13",STOCK,0.0,0.0
1311424-2,IHS3513IM,"Impl HS  Ø3,5 x 13",VENCIDO,0.0,0.0
1311431,IHS4311IM,"Impl HS  Ø4,3 x 11,5",VENCIDO,0.0,0.0
1311445-1,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",VENCIDO,0.0,0.0
1312-00001,IA5008/2M,"Impl ANATOMIC Ø 5,0 x 8 CI",VENCIDO,0.0,0.0
1312-00002,IA5013/2M,"Impl ANATOMIC Ø 5,0 x 13 CI",VENCIDO,0.0,0.0
1312-00004,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",VENCIDO,0.0,0.0
1312-00006,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",VENCIDO,0.0,0.0
1312-00008,IHS4308IM,"Impl HS  Ø4,3 x 8,5",VENCIDO,0.0,0.0
1312-00009,IHS4310IM,"Impl HS  Ø4,3 x 10",VENCIDO,0.0,0.0
13120001,IA5008/2M,"Impl ANATOMIC Ø 5,0 x 8 CI",STOCK,0.0,0.0
13120001,IA5008/2M,"Impl ANATOMIC Ø 5,0 x 8 CI",VENCIDO,0.0,0.0
1312-00012,IS4010/1M,Impl RAPID Ø4 x 10,VENCIDO,0.0,0.0
1312-00014,IS4011/1M,"Impl RAPID Ø4 x 11,5",VENCIDO,0.0,0.0
1312-00026,IS3710/1M,"Impl RAPID Ø3,75 x 10",VENCIDO,0.0,0.0
1312-00029,IA5011/2M,"Impl ANATOMIC Ø 5,0 x 11,5 CI",VENCIDO,0.0,0.0
1312-00032,IA3513/1M,"Impl ANATOMIC Ø3,5 x 13 CE",VENCIDO,0.0,0.0
1312-00033,IA3516/1M,"Impl ANATOMIC Ø3,5 x 16 CE",VENCIDO,0.0,0.0
1312-00035,IA3508/1M,"Impl ANATOMIC Ø3,5 x 8 CE",VENCIDO,0.0,0.0
1312-00037,IHS3511IM,"Impl HS  Ø3,5 x 11,5",VENCIDO,0.0,0.0
13120004,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",VENCIDO,0.0,0.0
13120008,IHS4308IM,"Impl HS  Ø4,3 x 8,5",STOCK,0.0,0.0
13120009,IHS4310IM,"Impl HS  Ø4,3 x 10",STOCK,0.0,0.0
13120009,IHS4310IM,"Impl HS  Ø4,3 x 10",VENCIDO,0.0,0.0
13120012,IS4010/1M,Impl RAPID Ø4 x 10,STOCK,0.0,0.0
13120012,IS4010/1M,Impl RAPID Ø4 x 10,VENCIDO,0.0,0.0
13120014,IS4011/1M,"Impl RAPID Ø4 x 11,5",VENCIDO,0.0,0.0
13120027,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",VENCIDO,0.0,0.0
13120032,IA3513/1M,"Impl ANATOMIC Ø3,5 x 13 CE",STOCK,0.0,0.0
13120032,IA3513/1M,"Impl ANATOMIC Ø3,5 x 13 CE",VENCIDO,0.0,0.0
13120033,IA3516/1M,"Impl ANATOMIC Ø3,5 x 16 CE",VENCIDO,0.0,0.0
13120034,IA3510/1M,"Impl ANATOMIC Ø3,5 x 10 CE",VENCIDO,0.0,0.0
13120036,IHS4310IM,"Impl HS  Ø4,3 x 10",STOCK,0.0,0.0
13120036,IHS4310IM,"Impl HS  Ø4,3 x 10",VENCIDO,0.0,0.0
13124871,IA5010/1M,"Impl ANATOMIC Ø 5,1 x 10 CE",STOCK,0.0,0.0
13124871,IA5010/1M,"Impl ANATOMIC Ø 5,1 x 10 CE",VENCIDO,0.0,0.0
1312487-1,IA5010/1M,"Impl ANATOMIC Ø 5,1 x 10 CE",VENCIDO,0.0,0.0
13124872,IA5013/1M,"Impl ANATOMIC Ø 5,1 x 13 CE",VENCIDO,0.0,0.0
1312488-1,IS5008/1M,"Impl RAPID Ø 5,1 x 8,5",STOCK,0.0,0.0
1312488-1,IS5008/1M,"Impl RAPID Ø 5,1 x 8,5",VENCIDO,0.0,0.0
13124882,IS5010/1M,"Impl RAPID Ø 5,1 x 10",VENCIDO,0.0,0.0
1312488-2,IS5010/1M,"Impl RAPID Ø 5,1 x 10",VENCIDO,0.0,0.0
1312489-1,IS4007/1M,Impl RAPID Ø4 x 7,VENCIDO,0.0,0.0
13124892,IS5011/1M,"Impl RAPID Ø 5,1 x 11,5",VENCIDO,0.0,0.0
13124951,IS4013/1M,Impl RAPID Ø4 x 13,VENCIDO,0.0,0.0
1312495-1,IS4013/1M,Impl RAPID Ø4 x 13,VENCIDO,0.0,0.0
13124952,IA5008/1M,"Impl ANATOMIC Ø 5,1 x 8 CE",VENCIDO,0.0,0.0
1401-00006,IHS4311IM,"Impl HS  Ø4,3 x 11,5",VENCIDO,0.0,0.0
1401-00009,IHS5013IM,Impl HS  Ø5 x 13,STOCK,0.0,0.0
1401-00009,IHS5013IM,Impl HS  Ø5 x 13,VENCIDO,0.0,0.0
1401-00010,IHS5010IM,Impl HS  Ø5 x 10,VENCIDO,0.0,0.0
1401-00013,IA5013/2M,"Impl ANATOMIC Ø 5,0 x 13 CI",VENCIDO,2.0,0.0
14010002,IHS4310IM,"Impl HS  Ø4,3 x 10",STOCK,0.0,0.0
14010002,IHS4310IM,"Impl HS  Ø4,3 x 10",VENCIDO,0.0,0.0
